# hostname,interval,timestamp,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s
my-server,597,2017-06-29 10:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 10:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 10:50:01 UTC,bond0,2166.88,5144.63,1104.32,5821.70,0.00,0.00,0.00
my-server,597,2017-06-29 10:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,lo,10.33,10.33,22.34,22.34,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,eth2,2884.72,8553.59,1039.33,9676.90,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,eth4,1.12,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,bond0,2885.85,8553.59,1039.42,9676.90,0.00,0.00,0.00
my-server,596,2017-06-29 11:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,lo,4.04,4.04,0.77,0.77,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,eth2,2864.19,18202.76,624.50,23018.87,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,eth4,1.25,0.00,0.10,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,bond0,2865.45,18202.76,624.60,23018.87,0.00,0.00,0.00
my-server,596,2017-06-29 11:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,lo,3.81,3.81,0.71,0.71,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,eth2,3567.35,12549.61,957.69,14760.02,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,eth4,1.14,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,bond0,3568.49,12549.61,957.78,14760.02,0.00,0.00,0.00
my-server,596,2017-06-29 11:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,lo,3.84,3.84,0.73,0.73,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,eth2,4389.32,11903.99,1171.62,12669.83,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,bond0,4390.38,11903.99,1171.71,12669.83,0.00,0.00,0.00
my-server,597,2017-06-29 11:30:02 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,lo,3.86,3.86,0.75,0.75,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,eth2,6148.29,18464.40,1375.09,21170.07,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,eth4,1.09,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,bond0,6149.38,18464.40,1375.17,21170.07,0.00,0.00,0.00
my-server,596,2017-06-29 11:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,lo,4.18,4.18,0.82,0.82,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,eth2,5149.13,14207.55,1360.55,15203.50,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,eth4,1.31,0.00,0.11,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,bond0,5150.44,14207.55,1360.65,15203.50,0.00,0.00,0.00
my-server,597,2017-06-29 11:50:02 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,lo,3.90,3.90,0.77,0.77,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,eth2,4652.22,8406.36,1280.83,7542.69,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,eth4,1.00,0.00,0.08,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,bond0,4653.22,8406.36,1280.91,7542.69,0.00,0.00,0.00
my-server,596,2017-06-29 12:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,lo,4.53,4.53,0.96,0.96,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,eth2,5852.83,16956.39,1536.92,18539.45,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,eth4,1.20,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,bond0,5854.03,16956.39,1537.02,18539.45,0.00,0.00,0.00
my-server,596,2017-06-29 12:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,lo,4.16,4.16,0.88,0.88,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,eth2,7182.80,14688.53,1997.15,14065.53,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,eth4,1.09,0.00,0.09,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,bond0,7183.89,14688.53,1997.24,14065.53,0.00,0.00,0.00
my-server,596,2017-06-29 12:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,lo,4.52,4.52,1.06,1.06,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,eth2,9040.38,15927.67,2562.04,13843.39,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,eth4,1.07,0.00,0.08,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,bond0,9041.44,15927.67,2562.13,13843.39,0.00,0.00,0.00
my-server,595,2017-06-29 12:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,lo,4.87,4.87,1.23,1.23,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,eth2,13555.54,22099.15,4084.40,18017.17,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,eth4,1.06,0.00,0.08,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,bond0,13556.60,22099.15,4084.49,18017.17,0.00,0.00,0.00
my-server,595,2017-06-29 12:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,lo,4.82,4.82,1.14,1.14,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,eth2,10475.70,16706.05,2878.04,13342.43,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,eth4,1.12,0.00,0.09,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,bond0,10476.82,16706.05,2878.13,13342.43,0.00,0.00,0.00
my-server,595,2017-06-29 12:50:02 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,lo,4.95,4.95,1.23,1.23,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,eth2,10897.93,17256.82,2930.69,13734.42,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,eth4,1.13,0.00,0.09,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,bond0,10899.06,17256.82,2930.78,13734.42,0.00,0.00,0.00
my-server,594,2017-06-29 13:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,lo,5.07,5.07,1.30,1.30,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,eth2,10876.09,15190.46,3027.85,10920.21,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,eth4,1.10,0.00,0.08,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,bond0,10877.19,15190.46,3027.93,10920.21,0.00,0.00,0.00
my-server,596,2017-06-29 13:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,lo,4.97,4.97,1.25,1.25,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,eth2,12350.40,15266.52,3218.74,9562.97,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,eth4,1.11,0.00,0.09,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,bond0,12351.51,15266.52,3218.83,9562.97,0.00,0.00,0.00
my-server,594,2017-06-29 13:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,lo,5.09,5.09,1.29,1.29,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,eth2,12756.86,16252.88,3392.21,10637.77,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,eth4,1.01,0.00,0.08,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,bond0,12757.86,16252.88,3392.29,10637.77,0.00,0.00,0.00
my-server,595,2017-06-29 13:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,lo,5.28,5.28,1.37,1.37,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,eth2,14513.04,17597.87,4190.31,11005.83,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,bond0,14514.09,17597.88,4190.40,11005.84,0.00,0.00,0.00
my-server,594,2017-06-29 13:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,lo,6.11,6.11,1.65,1.65,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,eth2,13687.89,16895.05,3511.97,10411.56,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,eth4,1.06,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,bond0,13688.95,16895.04,3512.05,10411.56,0.00,0.00,0.00
my-server,594,2017-06-29 13:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,lo,5.75,5.75,1.53,1.53,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,eth2,13663.02,16766.47,3558.09,10348.94,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,eth4,1.03,0.00,0.08,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,bond0,13664.05,16766.47,3558.17,10348.94,0.00,0.00,0.00
my-server,595,2017-06-29 14:00:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,lo,5.61,5.61,1.48,1.48,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,eth2,12560.65,22242.10,3203.61,19295.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,eth4,1.16,0.00,0.09,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,bond0,12561.81,22242.10,3203.70,19295.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:10:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,lo,4.94,4.94,1.21,1.21,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,eth2,12198.95,14865.83,3259.06,8997.62,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,eth4,1.05,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,bond0,12200.01,14865.83,3259.15,8997.63,0.00,0.00,0.00
my-server,594,2017-06-29 14:20:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,lo,5.57,5.57,1.47,1.47,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,eth2,13427.08,16222.81,3491.80,9737.56,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,eth4,1.03,0.00,0.08,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,bond0,13428.12,16222.81,3491.88,9737.56,0.00,0.00,0.00
my-server,594,2017-06-29 14:30:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,lo,6.50,6.50,2.34,2.34,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,eth2,13606.39,16555.53,3550.68,9927.49,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,eth4,1.09,0.00,0.09,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,bond0,13607.47,16555.53,3550.77,9927.49,0.00,0.00,0.00
my-server,595,2017-06-29 14:40:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,lo,5.35,5.35,1.35,1.35,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,eth2,14132.68,17355.09,3713.25,10456.27,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,eth4,1.08,0.00,0.09,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,eth5,0.20,0.00,0.01,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,usb0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,bond0,14133.76,17355.09,3713.34,10456.27,0.00,0.00,0.00
my-server,594,2017-06-29 14:50:01 UTC,bond1,0.40,0.10,0.02,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 15:00:02 UTC,lo,5.15,5.15,1.34,1.34,0.00,0.00,0.00
my-server,595,2017-06-29 15:00:02 UTC,eth0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 15:00:02 UTC,eth1,0.00,0.00,0.00,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 15:00:02 UTC,eth2,13324.25,16338.76,3480.04,9944.47,0.00,0.00,0.00
my-server,595,2017-06-29 15:00:02 UTC,eth3,0.20,0.10,0.01,0.00,0.00,0.00,0.00
my-server,595,2017-06-29 15:00:02 UTC,eth4,1.08,0.00,0.09,0.00,0.00,0.00,0.00
